kanji,kana,roman,lat,lng,class
見島,みしま,Mi Shima,34.783,131.150,Island
三峰川,みぶがわ,Mibu Gawa,35.817,137.950,River
壬生町,みぶまち,Mibu Machi,36.433,139.800,Municipality
マイケルソン海嶺,マイケルソンかいれい,Michelson Kairei,25.933,146.883,Undersea feature
美土里,みどり,Midori,34.733,132.617,Populated area
みどり市,みどりし,Midori Shi,36.400,139.283,Municipality
緑川,みどりかわ,Midorikawa,32.717,130.600,River
三重県,みえけん,Mie Ken,34.733,136.517,Municipality
御船町,みふねまち,Mifune Machi,32.717,130.800,Municipality
御浜町,みはまちょう,Mihama Cho,33.817,136.050,Municipality
美浜町,みはまちょう,Mihama Cho,35.600,135.933,Municipality
美浜町,みはまちょう,Mihama Cho,34.783,136.900,Municipality
美浜町,みはまちょう,Mihama Cho,33.900,135.133,Municipality
三原村,みはらむら,Mihara Mura,32.900,132.850,Municipality
三原市,みはらし,Mihara Shi,34.400,133.083,Municipality
三原山,みはらやま,Mihara Yama,34.733,139.400,Mountain
三春町,みはるまち,Miharu Machi,37.433,140.500,Municipality
美浦村,みほむら,Miho Mura,36.000,140.300,Municipality
美保湾,みほわん,Miho Wan,35.500,133.350,Sea Area
未丈ヶ岳,みじょうがたけ,Mijogatake,37.183,139.183,Mountain
御神楽岳,みかぐらだけ,Mikagura Dake,37.517,139.433,Mountain
三瓶,みかめ,Mikame,33.383,132.417,Populated area
三笠市,みかさし,Mikasa Shi,43.250,141.883,Municipality
三河海山,みかわかいざん,Mikawa Kaizan,31.650,137.600,Undersea feature
三川町,みかわまち,Mikawa Machi,38.800,139.850,Municipality
三河湾,みかわわん,Mikawa Wan,34.717,137.150,Sea Area
三日月海山,みかづきかいざん,Mikazuki Kaizan,22.950,137.000,Undersea feature
三木町,みきちょう,Miki Cho,34.267,134.133,Municipality
三木市,みきし,Miki Shi,34.800,134.983,Municipality
三木崎,みきざき,Miki Zaki,33.967,136.267,Cape
神子元島,みこもとじま,Mikomoto Jima,34.583,138.950,Island
三国山,みくにやま,Mikuni Yama,43.600,143.150,Mountain
三国山,みくにやま,Mikuni Yama,36.767,138.833,Mountain
三国山,みくにやま,Mikuni Yama,35.983,138.717,Mountain
御蔵島,みくらじま,Mikura Jima,33.883,139.600,Island
御蔵海山,みくらかいざん,Mikura Kaizan,33.717,139.400,Undersea feature
御蔵島村,みくらじまむら,Mikurajima Mura,33.900,139.600,Municipality
美馬市,みまし,Mima Shi,34.050,134.167,Municipality
美作市,みまさかし,Mimasaka Shi,35.017,134.150,Municipality
三股町,みまたちょう,Mimata Cho,31.733,131.117,Municipality
耳川,みみかわ,Mimi Kawa,32.333,131.617,River
美々津,みみつ,Mimitsu,32.333,131.600,Populated area
三室山,みむろやま,Mimuro Yama,35.233,134.467,Mountain
みなべ町,みなべちょう,Minabe Cho,33.767,135.317,Municipality
みなかみ町,みなかみまち,Minakami Machi,36.683,139.000,Municipality
水俣市,みなまたし,Minamata Shi,32.217,130.417,Municipality
美波町,みなみちょう,Minami Cho,33.733,134.533,Municipality
南相木村,みなみあいきむら,Minamiaiki Mura,36.033,138.550,Municipality
南会津町,みなみあいづまち,Minamiaizu Machi,37.200,139.767,Municipality
南アルプス市,みなみアルプスし,Minami-alps Shi,35.600,138.467,Municipality
南足柄市,みなみあしがらし,Minamiashigara Shi,35.317,139.100,Municipality
南阿蘇村,みなみあそむら,Minamiaso Mura,32.850,131.017,Municipality
南あわじ市,みなみあわじし,Minamiawaji Shi,34.300,134.783,Municipality
南房総市,みなみぼうそうし,Minamiboso Shi,35.050,139.833,Municipality
南知多町,みなみちたちょう,Minamichita Cho,34.717,136.933,Municipality
南超新星海山,みなみちょうしんせいかいざん,Minami-Choshinsei Kaizan,24.450,136.200,Undersea feature
南大東島,みなみだいとうじま,Minamidaito Jima,25.850,131.250,Island
南大東海山,みなみだいとうかいざん,Minami-Daito Kaizan,26.100,129.950,Undersea feature
南大東村,みなみだいとうそん,Minamidaito Son,25.833,131.233,Municipality
南越前町,みなみえちぜんちょう,Minamiechizen Cho,35.833,136.200,Municipality
南富良野町,みなみふらのちょう,Minamifurano Cho,43.167,142.567,Municipality
南波照間海山,みなみはてるまかいざん,Minami-Hateruma Kaizan,22.933,123.667,Undersea feature
南日吉海山,みなみひよしかいざん,Minami-Hiyoshi Kaizan,23.500,141.933,Undersea feature
南硫黄島,みなみいおうとう,Minamiio To,24.233,141.467,Island
南硫黄島海脚,みなみいおうとうかいきゃく,Minami-Ioto Kaikyaku,22.517,140.667,Undersea feature
南伊勢町,みなみいせちょう,Minamiise Cho,34.350,136.700,Municipality
南伊豆町,みなみいずちょう,Minamiizu Cho,34.650,138.867,Municipality
南島,みなみじま,Minamijima,27.033,142.183,Island
南高鵬海山,みなみこうほうかいざん,Minami-Koho Kaizan,26.150,135.783,Undersea feature
南九州市,みなみきゅうしゅうし,Minamikyushu Shi,31.383,130.450,Municipality
南牧村,みなみまきむら,Minamimaki Mura,36.017,138.500,Municipality
南箕輪村,みなみみのわむら,Minamiminowa Mura,35.867,137.983,Municipality
南木星海山,みなみもくせいかいざん,Minami-Mokusei Kaizan,21.150,136.400,Undersea feature
南小国町,みなみおぐにまち,Minamioguni Machi,33.100,131.067,Municipality
南沖大東海山,みなみおきだいとうかいざん,Minami-Oki-Daito Kaizan,24.417,129.417,Undersea feature
南大隅町,みなみおおすみちょう,Minamiosumi Cho,31.217,130.767,Municipality
南連星海山,みなみれんせいかいざん,Minami-Rensei Kaizan,25.200,135.167,Undersea feature
南三福海山,みなみさんぷくかいざん,Minami-Sanpuku Kaizan,22.650,142.833,Undersea feature
南三陸町,みなみさんりくちょう,Minamisanriku Cho,38.683,141.467,Municipality
南さつま市,みなみさつまし,Minamisatsuma Shi,31.417,130.317,Municipality
南島原市,みなみしまばらし,Minamishimabara Shi,32.667,130.300,Municipality
南下地海山,みなみしもじかいざん,Minami-Shimoji Kaizan,23.083,125.167,Undersea feature
南新星海山,みなみしんせいかいざん,Minami-Shinsei Kaizan,24.167,136.567,Undersea feature
南相馬市,みなみそうまし,Minamisoma Shi,37.650,140.950,Municipality
南種子町,みなみたねちょう,Minamitane Cho,30.417,130.900,Municipality
南鳥島,みなみとりしま,Minamitori Shima,24.283,153.983,Island
南魚沼市,みなみうおぬまし,Minamiuonuma Shi,37.067,138.883,Municipality
南山城村,みなみやましろむら,Minamiyamashiro Mura,34.767,136.000,Municipality
皆野町,みなのまち,Minano Machi,36.067,139.100,Municipality
皆瀬川,みなせがわ,Minase Gawa,39.233,140.433,River
港区,みなとく,Minato Ku,35.650,139.750,Municipality
水無月海山,みなづきかいざん,Minazuki Kaizan,23.550,135.033,Undersea feature
峰,みね,Mine,34.467,129.317,Populated area
美祢市,みねし,Mine Shi,34.167,131.200,Municipality
水納島,みんなしま,Minna Shima,24.750,124.700,Island
美濃市,みのし,Mino Shi,35.550,136.900,Municipality
身延町,みのぶちょう,Minobu Cho,35.467,138.450,Municipality
身延山,みのぶさん,Minobu San,35.400,138.417,Mountain
身延山地,みのぶさんち,Minobu Sanchi,35.217,138.267,Extensive natural feature
美濃加茂市,みのかもし,Minokamo Shi,35.433,137.017,Municipality
美濃三河高原,みのみかわこうげん,Mino-mikawa Kogen,35.183,137.350,Extensive natural feature
箕面市,みのおし,Minoo Shi,34.833,135.467,Municipality
箕輪町,みのわまち,Minowa Machi,35.917,137.983,Municipality
三面川,みおもてがわ,Miomote Gawa,38.250,139.450,River
三良坂,みらさか,Mirasaka,34.767,132.967,Populated area
三坂峠,みさかとうげ,Misaka Toge,33.700,132.867,Pass
御坂山,みさかやま,Misaka Yama,35.567,138.767,Mountain
三崎,みさき,Misaki,34.267,133.550,Cape
三崎,みさき,Misaki,32.783,132.883,Populated area
美咲町,みさきちょう,Misaki Cho,35.000,133.950,Municipality
岬町,みさきちょう,Misaki Cho,34.317,135.150,Municipality
三朝町,みささちょう,Misasa Cho,35.417,133.867,Municipality
美郷町,みさとちょう,Misato Cho,39.467,140.583,Municipality
美郷町,みさとちょう,Misato Cho,35.083,132.583,Municipality
美郷町,みさとちょう,Misato Cho,32.433,131.417,Municipality
美里町,みさとまち,Misato Machi,38.550,141.050,Municipality
美里町,みさとまち,Misato Machi,36.183,139.183,Municipality
美里町,みさとまち,Misato Machi,32.633,130.783,Municipality
三郷市,みさとし,Misato Shi,35.833,139.867,Municipality
三沢市,みさわし,Misawa Shi,40.683,141.367,Municipality
三島町,みしままち,Mishima Machi,37.467,139.650,Municipality
三島村,みしまむら,Mishima Mura,31.600,130.567,Municipality
三島市,みしまし,Mishima Shi,35.117,138.917,Municipality
三鷹市,みたかし,Mitaka Shi,35.683,139.567,Municipality
御嵩町,みたけちょう,Mitake Cho,35.433,137.133,Municipality
三種町,みたねちょう,Mitane Cho,40.100,140.000,Municipality
三頭山,みとうさん,Mito San,35.733,139.017,Mountain
水戸市,みとし,Mito Shi,36.367,140.467,Municipality
三豊市,みとよし,Mitoyo Shi,34.183,133.717,Municipality
御杖村,みつえむら,Mitsue Mura,34.483,136.167,Municipality
三石,みついし,Mitsuishi,34.800,134.267,Populated area
見附市,みつけし,Mitsuke Shi,37.533,138.917,Municipality
三俣蓮華岳,みつまたれんげだけ,Mitsumatarenge Dake,36.383,137.583,Mountain
三ッ島,みつしま,Mitsushima,34.717,129.450,Island
美津島,みつしま,Mitsushima,34.267,129.317,Populated area
三ツ峠山,みつとうげやま,Mitsutoge Yama,35.550,138.817,Mountain
三浦半島,みうらはんとう,Miura Hanto,35.317,139.583,Extensive natural feature
三浦市,みうらし,Miura Shi,35.150,139.617,Municipality
宮川,みやがわ,Miya Gawa,36.467,137.250,River
宮川,みやがわ,Miya Gawa,34.533,136.733,River
宮田村,みやだむら,Miyada Mura,35.767,137.950,Municipality
宮城島,みやぎじま,Miyagi Jima,26.367,127.983,Island
宮城県,みやぎけん,Miyagi Ken,38.267,140.867,Municipality
三宅町,みやけちょう,Miyake Cho,34.567,135.767,Municipality
三宅島,みやけじま,Miyake Jima,34.083,139.517,Island
三宅村,みやけむら,Miyake Mura,34.083,139.483,Municipality
みやき町,みやきちょう,Miyaki Cho,33.317,130.450,Municipality
宮古島,みやこじま,Miyako Jima,24.783,125.300,Island
みやこ町,みやこまち,Miyako Machi,33.700,130.917,Municipality
宮古列島,みやこれっとう,Miyako Retto,24.600,125.100,Extensive natural feature
宮古市,みやこし,Miyako Shi,39.633,141.950,Municipality
宮古島市,みやこじまし,Miyakojima Shi,24.800,125.283,Municipality
都城市,みやこのじょうし,Miyakonojo Shi,31.717,131.067,Municipality
みやま市,みやまし,Miyama Shi,33.150,130.467,Municipality
宮之浦岳,みやのうらだけ,Miyanoura Dake,30.333,130.500,Mountain
宮良海山,みやらかいざん,Miyara Kaizan,22.117,125.150,Undersea feature
宮代町,みやしろまち,Miyashiro Machi,36.017,139.717,Municipality
宮塚山,みやつかやま,Miyatsuka Yama,34.517,139.283,Mountain
宮若市,みやわかし,Miyawaka Shi,33.717,130.667,Municipality
宮崎県,みやざきけん,Miyazaki Ken,31.917,131.417,Municipality
宮崎市,みやざきし,Miyazaki Shi,31.900,131.417,Municipality
宮崎ノ鼻,みやざきのはな,Miyazakinohana,34.083,135.083,Cape
宮津市,みやづし,Miyazu Shi,35.533,135.200,Municipality
三芳町,みよしまち,Miyoshi Machi,35.833,139.533,Municipality
みよし市,みよしし,Miyoshi Shi,35.083,137.067,Municipality
三好市,みよしし,Miyoshi Shi,34.033,133.800,Municipality
三次市,みよしし,Miyoshi Shi,34.800,132.850,Municipality
御代田町,みよたまち,Miyota Machi,36.317,138.500,Municipality
瑞牆山,みずがきやま,Mizugaki Yama,35.900,138.600,Mountain
水橋,みずはし,Mizuhashi,36.750,137.300,Populated area
瑞穂町,みずほまち,Mizuho Machi,35.767,139.350,Municipality
瑞穂市,みずほし,Mizuho Shi,35.400,136.683,Municipality
水上村,みずかみむら,Mizukami Mura,32.317,131.017,Municipality
水巻町,みずまきまち,Mizumaki Machi,33.850,130.700,Municipality
瑞浪市,みずなみし,Mizunami Shi,35.367,137.250,Municipality
水ノ子島,みずのこじま,Mizunoko Jima,33.050,132.183,Island
水谷海山,みずたにかいざん,Mizutani Kaizan,23.767,153.617,Undersea feature
茂原市,もばらし,Mobara Shi,35.433,140.283,Municipality
藻鼈川,もべつがわ,Mobetsu Gawa,44.333,143.383,River
最上川,もがみがわ,Mogami Gawa,38.917,139.817,River
最上町,もがみまち,Mogami Machi,38.767,140.517,Municipality
最上舟状海盆,もがみしゅうじょうかいぼん,Mogami Shujokaibon,39.167,138.950,Undersea feature
茂木,もぎ,Mogi,32.700,129.917,Populated area
茂木海底扇状地,もぎかいていせんじょうち,Mogi Kaitei Senjochi,34.667,141.900,Undersea feature
茂木海山,もぎかいざん,Mogi Kaizan,32.750,142.250,Undersea feature
藻岩山,もいわやま,Moiwa Yama,43.017,141.317,Mountain
門司,もじ,Moji,33.950,130.967,Populated area
設計山,もっけやま,Mokke Yama,41.933,140.483,Mountain
藻琴川,もことがわ,Mokoto Gawa,43.950,144.317,River
藻琴山,もことやま,Mokoto Yama,43.700,144.333,Mountain
木星海山,もくせいかいざん,Mokusei Kaizan,21.317,136.367,Undersea feature
木曜海山,もくようかいざん,Mokuyo Kaizan,28.317,140.583,Undersea feature
紋別市,もんべつし,Monbetsu Shi,44.350,143.350,Municipality
物部川,ものべがわ,Monobe Gawa,33.533,133.683,River
物見峠,ものみとうげ,Monomi Toge,35.217,134.167,Pass
物見山,ものみやま,Monomi Yama,39.200,141.400,Mountain
物見山,ものみやま,Monomi Yama,36.250,138.600,Mountain
物見崎,ものみざき,Monomi Zaki,41.133,141.400,Cape
真岡市,もおかし,Mooka Shi,36.433,140.017,Municipality
藻興部川,もおこっぺがわ,Mookoppe Gawa,44.467,143.167,River
森町,もりまち,Mori Machi,42.100,140.583,Municipality
森町,もりまち,Mori Machi,34.833,137.933,Municipality
守口市,もりぐちし,Moriguchi Shi,34.733,135.567,Municipality
盛岡市,もりおかし,Morioka Shi,39.700,141.150,Municipality
守谷市,もりやし,Moriya Shi,35.950,139.983,Municipality
守山市,もりやまし,Moriyama Shi,35.067,136.000,Municipality
森吉山,もりよしざん,Moriyoshi Zan,39.983,140.550,Mountain
諸塚村,もろつかそん,Morotsuka Son,32.517,131.333,Municipality
諸塚山,もろつかやま,Morotsuka Yama,32.633,131.283,Mountain
毛呂山町,もろやままち,Moroyama Machi,35.933,139.317,Municipality
師崎,もろざき,Morozaki,34.700,136.967,Populated area
妹背牛町,もせうしちょう,Moseushi Cho,43.700,141.967,Municipality
茂木町,もてぎまち,Motegi Machi,36.533,140.183,Municipality
元荒川,もとあらかわ,Moto-arakawa,35.883,139.833,River
本部町,もとぶちょう,Motobu Cho,26.650,127.900,Municipality
本宮市,もとみやし,Motomiya Shi,37.517,140.400,Municipality
本白根山,もとしらねさん,Motoshirane San,36.617,138.533,Mountain
本栖湖,もとすこ,Motosu Ko,35.467,138.583,Lake
本巣市,もとすし,Motosu Shi,35.483,136.683,Municipality
元浦川,もとうらがわ,Motoura Gawa,42.200,142.683,River
本山町,もとやまちょう,Motoyama Cho,33.750,133.583,Municipality
本山岬,もとやまみさき,Motoyama Misaki,33.933,131.183,Cape
茂津多岬,もったみさき,Motta Misaki,42.617,139.817,Cape
茂世路,もよろ,Moyoro,45.417,148.833,Populated area
茂世路岳,もよろだけ,Moyoro Dake,45.383,148.833,Mountain
鵡川,むかわ,Mu Kawa,42.567,141.917,River
牟岐町,むぎちょう,Mugi Cho,33.667,134.417,Municipality
麦草峠,むぎくさとうげ,Mugikusa Toge,36.067,138.350,Pass
無意根山,むいねやま,Muine Yama,42.933,141.033,Mountain
無加川,むかがわ,Muka Gawa,43.800,143.900,River
向原,むかいばら,Mukaibara,34.617,132.717,Populated area
むかわ町,むかわちょう,Mukawa Cho,42.567,141.933,Municipality
武庫川,むこがわ,Muko Gawa,34.700,135.367,River
向島,むこうじま,Muko Jima,26.600,142.133,Island
聟島,むこじま,Muko Jima,27.683,142.133,Island
向日市,むこうし,Muko Shi,34.950,135.700,Municipality
聟島海山,むこじまかいざん,Mukojima Kaizan,28.217,144.733,Undersea feature
聟島列島,むこじまれっとう,Mukojima Retto,27.583,142.083,Extensive natural feature
宗像市,むなかたし,Munakata Shi,33.800,130.533,Municipality
村上市,むらかみし,Murakami Shi,38.217,139.483,Municipality
村田町,むらたまち,Murata Machi,38.117,140.717,Municipality
村山市,むらやまし,Murayama Shi,38.483,140.383,Municipality
武利岳,むりいだけ,Murii Dake,43.733,143.183,Mountain
室根山,むろねさん,Murone San,38.983,141.450,Mountain
室蘭市,むろらんし,Muroran Shi,42.317,140.967,Municipality
室戸海嶺,むろとかいれい,Muroto Kairei,32.717,134.367,Undersea feature
室戸市,むろとし,Muroto Shi,33.283,134.150,Municipality
室戸舟状海盆,むろとしゅうじょうかいぼん,Muroto Shujokaibon,33.333,135.000,Undersea feature
室戸岬,むろとざき,Muroto Zaki,33.250,134.183,Cape
室津,むろつ,Murotsu,34.767,134.500,Populated area
室津島,むろつしま,Murotsu Shima,42.017,139.450,Island
室積,むろずみ,Murozumi,33.933,131.967,Populated area
武蔵堆,むさしたい,Musashi Tai,44.633,140.500,Undersea feature
武蔵村山市,むさしむらやまし,Musashimurayama Shi,35.750,139.383,Municipality
武蔵野市,むさしのし,Musashino Shi,35.717,139.567,Municipality
むつ市,むつし,Mutsu Shi,41.300,141.183,Municipality
陸奥湾,むつわん,Mutsu Wan,41.067,141.117,Sea Area
睦月海山,むつきかいざん,Mutsuki Kaizan,23.833,133.767,Undersea feature
睦沢町,むつざわまち,Mutsuzawa Machi,35.367,140.317,Municipality
妙義山,みょうぎさん,Myogi San,36.283,138.750,Mountain
明神山,みょうじんさん,Myojin San,33.583,133.050,Mountain
明神ヶ岳,みょうじんがたけ,Myojingatake,35.283,139.050,Mountain
明神礁カルデラ,みょうじんしょうカルデラ,Myojin-Syo Carudera,31.883,139.983,Undersea feature
明星海山,みょうじょうかいざん,Myojo Kaizan,23.717,136.783,Undersea feature
妙見山,みょうけんさん,Myoken San,35.417,134.650,Mountain
妙高山,みょうこうさん,Myoko San,36.900,138.117,Mountain
妙高市,みょうこうし,Myoko Shi,37.033,138.250,Municipality
名張市,なばりし,Nabari Shi,34.633,136.117,Municipality
鍋倉山,なべくらやま,Nabekura Yama,36.983,138.383,Mountain
那智山,なちさん,Nachi San,33.683,135.883,Mountain
那智勝浦町,なちかつうらちょう,Nachikatsuura Cho,33.633,135.933,Municipality
苗場山,なえばさん,Naeba San,36.850,138.683,Mountain
長浜,ながはま,Nagahama,33.500,133.550,Populated area
長浜市,ながはまし,Nagahama Shi,35.383,136.283,Municipality
長井市,ながいし,Nagai Shi,38.100,140.033,Municipality
長泉町,ながいずみちょう,Nagaizumi Cho,35.133,138.900,Municipality
長久手市,ながくてし,Nagakute Shi,35.183,137.050,Municipality
長野県,ながのけん,Nagano Ken,36.650,138.183,Municipality
長野市,ながのし,Nagano Shi,36.650,138.200,Municipality
長野峠,ながのとうげ,Nagano Toge,34.767,136.333,Pass
長野原町,ながのはらまち,Naganohara Machi,36.550,138.650,Municipality
長沼町,ながぬまちょう,Naganuma Cho,43.017,141.700,Municipality
長尾鼻,ながおはな,Nagao Hana,35.533,134.000,Cape
長岡市,ながおかし,Nagaoka Shi,37.450,138.850,Municipality
長岡京市,ながおかきょうし,Nagaokakyo Shi,34.933,135.700,Municipality
長良川,ながらがわ,Nagara Gawa,35.050,136.717,River
長柄町,ながらまち,Nagara Machi,35.433,140.233,Municipality
流山市,ながれやまし,Nagareyama Shi,35.850,139.900,Municipality
長崎鼻,ながさきばな,Nagasaki Bana,31.150,130.583,Cape
長崎県,ながさきけん,Nagasaki Ken,32.750,129.867,Municipality
長崎市,ながさきし,Nagasaki Shi,32.750,129.883,Municipality
長島,ながしま,Nagashima,34.683,134.250,Island
長島,ながしま,Nagashima,33.833,132.083,Island
長島,ながしま,Nagashima,32.167,130.133,Island
長島町,ながしまちょう,Nagashima Cho,32.200,130.183,Municipality
長洲町,ながすまち,Nagasu Machi,32.933,130.450,Municipality
永田岬,ながたみさき,Nagata Misaki,30.400,130.383,Cape
長手崎,ながてざき,Nagate Zaki,37.450,137.367,Cape
長門市,ながとし,Nagato Shi,34.367,131.183,Municipality
長瀞町,ながとろまち,Nagatoro Machi,36.117,139.117,Municipality
長月海山,ながつきかいざん,Nagatsuki Kaizan,21.783,135.500,Undersea feature
長和町,ながわまち,Nagawa Machi,36.267,138.250,Municipality
長与町,ながよちょう,Nagayo Cho,32.833,129.883,Municipality
奈義町,なぎちょう,Nagi Cho,35.117,134.183,Municipality
那岐山,なぎさん,Nagi San,35.167,134.183,Mountain
南木曽町,なぎそまち,Nagiso Machi,35.600,137.617,Municipality
名護市,なごし,Nago Shi,26.600,127.983,Municipality
名護湾,なごわん,Nago Wan,26.583,127.950,Sea Area
和水町,なごみまち,Nagomi Machi,32.983,130.600,Municipality
名古屋市,なごやし,Nagoya Shi,35.183,136.900,Municipality
那覇市,なはし,Naha Shi,26.217,127.683,Municipality
奈半利町,なはりちょう,Nahari Cho,33.417,134.017,Municipality
奈半利川,なはりがわ,Nahari Gawa,33.417,134.017,River
内保,ないぼ,Naibo,44.733,147.200,Populated area
内保湾,ないぼわん,Naibo Wan,44.717,147.117,Sea Area
奈井江町,ないえちょう,Naie Cho,43.433,141.883,Municipality
名石,ないし,Naishi,24.067,123.767,Populated area
那賀町,なかちょう,Naka Cho,33.850,134.500,Municipality
那珂川,なかがわ,Naka Gawa,36.333,140.600,River
那賀川,なかがわ,Naka Gawa,33.950,134.700,River
那珂市,なかし,Naka Shi,36.450,140.483,Municipality
中岳,なかだけ,Nakadake,40.250,140.950,Mountain
中岳,なかだけ,Nakadake,33.083,131.250,Mountain
中泊町,なかどまりまち,Nakadomari Machi,40.967,140.433,Municipality
中通島,なかどおりしま,Nakadori Shima,32.950,129.083,Island
中富良野町,なかふらのちょう,Nakafurano Cho,43.400,142.433,Municipality
中川町,なかがわちょう,Nakagawa Cho,44.817,142.067,Municipality
那珂川町,なかがわまち,Nakagawa Machi,36.733,140.167,Municipality
中川村,なかがわむら,Nakagawa Mura,35.633,137.950,Municipality
那珂川市,なかがわし,Nakagawa Shi,33.500,130.417,Municipality
中城村,なかぐすくそん,Nakagusuku Son,26.267,127.783,Municipality
中城湾,なかぐすくわん,Nakagusuku Wan,26.250,127.867,Sea Area
中井町,なかいまち,Nakai Machi,35.333,139.217,Municipality
中島,なかじま,Nakajima,42.600,140.850,Island
中島,なかじま,Nakajima,33.983,132.617,Island
中島村,なかじまむら,Nakajima Mura,37.150,140.350,Municipality
中甑島,なかこしきしま,Nakakoshiki Shima,31.800,129.833,Island
仲間海山,なかまかいざん,Nakama Kaizan,21.883,124.850,Undersea feature
中間市,なかまし,Nakama Shi,33.817,130.717,Municipality
中野区,なかのく,Nakano Ku,35.700,139.667,Municipality
中野市,なかのし,Nakano Shi,36.733,138.367,Municipality
中之条町,なかのじょうまち,Nakanojo Machi,36.583,138.833,Municipality
中ノ島,なかのしま,Nakanoshima,36.083,133.100,Island
中之島,なかのしま,Nakanoshima,29.850,129.867,Island
中之島水道,なかのしますいどう,Nakanoshima Suido,29.733,129.800,Sea Area
中ノ岳,なかのたけ,Nakanotake,37.083,139.083,Mountain
中能登町,なかのとまち,Nakanoto Machi,36.983,136.900,Municipality
中御神島,なかのうがんじま,Nakanougan Jima,24.200,123.567,Island
中札内村,なかさつないむら,Nakasatsunai Mura,42.700,143.133,Municipality
中標津町,なかしべつちょう,Nakashibetsu Cho,43.550,144.967,Municipality
中種子町,なかたねちょう,Nakatane Cho,30.533,130.967,Municipality
中頓別町,なかとんべつちょう,Nakatonbetsu Cho,44.967,142.283,Municipality
中土佐町,なかとさちょう,Nakatosa Cho,33.333,133.233,Municipality
中津川,なかつがわ,Nakatsu Gawa,37.017,138.633,River
中津市,なかつし,Nakatsu Shi,33.600,131.183,Municipality
中津川市,なかつがわし,Nakatsugawa Shi,35.483,137.500,Municipality
中津峰山,なかつみねやま,Nakatsumine Yama,33.967,134.517,Mountain
中海,なかうみ,Nakaumi,35.467,133.183,Lake
中山町,なかやままち,Nakayama Machi,38.333,140.283,Municipality
中山峠,なかやまとうげ,Nakayama Toge,42.850,141.100,Pass
今帰仁村,なきじんそん,Nakijin Son,26.683,127.967,Municipality
媒島,なこうどじま,Nakodo Jima,27.633,142.183,Island
行方市,なめがたし,Namegata Shi,35.983,140.483,Municipality
滑川町,なめがわまち,Namegawa Machi,36.067,139.367,Municipality
滑川市,なめりかわし,Namerikawa Shi,36.767,137.333,Municipality
浪江町,なみえまち,Namie Machi,37.500,141.000,Municipality
七飯町,ななえちょう,Nanae Cho,41.900,140.700,Municipality
七北田川,ななきたがわ,Nanakita Gawa,38.250,141.017,River
七尾市,ななおし,Nanao Shi,37.050,136.967,Municipality
七尾湾,ななおわん,Nanao Wan,37.117,136.933,Sea Area
七時雨山,ななしぐれやま,Nanashigure Yama,40.067,141.117,Mountain
七つ星海山,ななつぼしかいざん,Nanatsuboshi Kaizan,17.517,135.250,Undersea feature
七ッ岳,ななつだけ,Nanatsudake,41.617,140.217,Mountain
七ツ島,ななつじま,Nanatsujima,37.600,136.883,Island
南部町,なんぶちょう,Nanbu Cho,40.467,141.383,Municipality
南部町,なんぶちょう,Nanbu Cho,35.333,133.333,Municipality
南部町,なんぶちょう,Nanbu Cho,35.250,138.483,Municipality
南城市,なんじょうし,Nanjo Shi,26.167,127.767,Municipality
南海舟状海盆,なんかいしゅうじょうかいぼん,Nankai Shujokaibon,32.533,135.833,Undersea feature
南関町,なんかんまち,Nankan Machi,33.067,130.533,Municipality
南国市,なんこくし,Nankoku Shi,33.583,133.633,Municipality
南牧村,なんもくむら,Nanmoku Mura,36.167,138.717,Municipality
難波岬,なんぱみさき,Nanpa Misaki,41.500,139.333,Cape
南方諸島,なんぽうしょとう,Nanpo Shoto,29.233,140.433,Extensive natural feature
南幌町,なんぽろちょう,Nanporo Cho,43.067,141.650,Municipality
南西諸島,なんせいしょとう,Nansei Shoto,28.683,128.250,Extensive natural feature
南西大東海盆,なんせいだいとうかいぼん,Nansei-Daito Kaibon,25.000,132.750,Undersea feature
南西諸島海溝,なんせいしょとうかいこう,Nansei-Shoto Kaiko,24.733,127.833,Undersea feature
南西諸島海嶺,なんせいしょとうかいれい,Nansei-Shoto Kairei,25.250,126.000,Undersea feature
男体山,なんたいさん,Nantai San,36.717,140.417,Mountain
男体山,なんたいさん,Nantai San,36.767,139.483,Mountain
南丹市,なんたんし,Nantan Shi,35.100,135.467,Municipality
南砺市,なんとし,Nanto Shi,36.583,136.917,Municipality
南陽市,なんようし,Nan-yo Shi,38.050,140.150,Municipality
直江津,なおえつ,Naoetsu,37.167,138.233,Populated area
直島町,なおしまちょう,Naoshima Cho,34.467,134.000,Municipality
直哉海山,なおやかいざん,Naoya Kaizan,23.450,126.867,Undersea feature
奈良県,ならけん,Nara Ken,34.683,135.833,Municipality
奈良市,ならし,Nara Shi,34.683,135.800,Municipality
楢葉町,ならはまち,Naraha Machi,37.283,141.000,Municipality
奈良井川,ならいがわ,Narai Gawa,36.283,137.950,River
習志野市,ならしのし,Narashino Shi,35.683,140.033,Municipality
成田市,なりたし,Narita Shi,35.783,140.317,Municipality
成羽川,なりわがわ,Nariwa Gawa,34.783,133.600,River
奈留島,なるしま,Naru Shima,32.833,128.933,Island
鳴沢村,なるさわむら,Narusawa Mura,35.483,138.700,Municipality
鳴瀬川,なるせがわ,Naruse Gawa,38.367,141.167,River
鳴門海峡,なるとかいきょう,Naruto Kaikyo,34.233,134.650,Sea Area
鳴門市,なるとし,Naruto Shi,34.167,134.617,Municipality
